time_ps,interface_rmsd_nm,native_contact_fraction,peptide_com_shift_nm,departed
0.000000000000000000e+00,1.200120536282156536e-08,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,6.079670786857604980e-02,9.038461538461538547e-01,2.605582401156425476e-02,0.000000000000000000e+00
2.000000000000000000e+01,7.787766307592391968e-02,9.038461538461538547e-01,5.258348956704139709e-02,0.000000000000000000e+00
3.000000000000000000e+01,7.740984112024307251e-02,9.038461538461538547e-01,3.928891941905021667e-02,0.000000000000000000e+00
4.000000000000000000e+01,8.677807450294494629e-02,8.750000000000000000e-01,6.038355082273483276e-02,0.000000000000000000e+00
5.000000000000000000e+01,9.289579838514328003e-02,8.461538461538461453e-01,8.232753723859786987e-02,0.000000000000000000e+00
6.000000000000000000e+01,8.814413100481033325e-02,8.653846153846154188e-01,6.903250515460968018e-02,0.000000000000000000e+00
7.000000000000000000e+01,8.526283502578735352e-02,8.750000000000000000e-01,6.433795392513275146e-02,0.000000000000000000e+00
8.000000000000000000e+01,8.479767292737960815e-02,9.038461538461538547e-01,8.754310011863708496e-02,0.000000000000000000e+00
9.000000000000000000e+01,9.465236216783523560e-02,8.750000000000000000e-01,8.485389500856399536e-02,0.000000000000000000e+00
1.000000000000000000e+02,9.753964841365814209e-02,8.846153846153845812e-01,8.998744189739227295e-02,0.000000000000000000e+00
1.100000000000000000e+02,9.461710602045059204e-02,8.846153846153845812e-01,7.972817867994308472e-02,0.000000000000000000e+00
1.200000000000000000e+02,9.048020839691162109e-02,9.134615384615384359e-01,6.938345730304718018e-02,0.000000000000000000e+00
1.300000000000000000e+02,9.600708633661270142e-02,8.653846153846154188e-01,6.076912209391593933e-02,0.000000000000000000e+00
1.400000000000000000e+02,1.031030565500259399e-01,8.461538461538461453e-01,9.460290521383285522e-02,0.000000000000000000e+00
1.500000000000000000e+02,9.481774270534515381e-02,8.750000000000000000e-01,8.304832130670547485e-02,0.000000000000000000e+00
1.600000000000000000e+02,8.992278575897216797e-02,8.942307692307692735e-01,7.047510892152786255e-02,0.000000000000000000e+00
1.700000000000000000e+02,8.453900367021560669e-02,8.942307692307692735e-01,6.906944513320922852e-02,0.000000000000000000e+00
1.800000000000000000e+02,9.671060740947723389e-02,8.750000000000000000e-01,7.438195496797561646e-02,0.000000000000000000e+00
1.900000000000000000e+02,9.551339596509933472e-02,8.750000000000000000e-01,7.966736704111099243e-02,0.000000000000000000e+00
2.000000000000000000e+02,1.115669310092926025e-01,8.750000000000000000e-01,1.038446500897407532e-01,0.000000000000000000e+00
2.100000000000000000e+02,1.063430607318878174e-01,8.365384615384615641e-01,9.622924029827117920e-02,0.000000000000000000e+00
2.200000000000000000e+02,8.470637351274490356e-02,8.750000000000000000e-01,6.013946607708930969e-02,0.000000000000000000e+00
2.300000000000000000e+02,7.975631207227706909e-02,8.365384615384615641e-01,5.690456181764602661e-02,0.000000000000000000e+00
